Activity_ID,Customer_ID,Plan_ID,PaymentMethod_ID,Date_ID,Monthly_Charges,Total_Charges,Tenure_Months,Internet_Usage_GB,Calls_Minutes,Customer_Satisfaction_Score
A0006080,C006080,P042,PM002,20221113,95.7,4729.75,50,102.38,279,7
A0006081,C006081,P062,PM002,20201205,83.2,6126.1,71,32.7,328,9
A0006082,C006082,P022,PM008,20180822,90.05,6333.4,70,28.62,235,10
A0006083,C006083,P264,PM008,20190807,97.65,6687.85,71,103.76,491,6.6
A0006084,C006084,P026,PM006,20220106,68.05,4158.25,61,21.08,195,6.9
A0006085,C006085,P126,PM002,20190518,96.2,3183.4,32,95.72,407,4.5
A0006086,C006086,P089,PM002,20200710,79.6,79.6,1,77.93,244,2.1
A0006087,C006087,P118,PM006,20181012,102.1,7149.35,68,100.55,101,7.5
A0006088,C006088,P045,PM006,20210301,23.4,1429.65,62,0,293,5.8
A0006089,C006089,P005,PM002,20230524,71.05,472.65,7,72.37,278,9.5
A0006090,C006090,P090,PM002,20220208,85.25,1734.5,20,85.05,155,4
A0006091,C006091,P011,PM004,20200724,19.45,113.5,6,3.92,167,9.9
A0006092,C006092,P080,PM006,20181222,59.45,1884.65,33,18.3,9,8.9
A0006093,C006093,P042,PM006,20230618,92.2,2568.15,28,91.39,281,6.9
A0006094,C006094,P011,PM008,20201126,19.85,470,27,0,27,6.8
A0006095,C006095,P027,PM004,20220720,43.9,278.4,7,13.53,344,7.2
A0006096,C006096,P191,PM002,20231226,80.5,2088.8,26,84.19,205,4.6
A0006097,C006097,P123,PM002,20211216,89.8,502.6,5,84.08,130,5.2
A0006098,C006098,P203,PM008,20220108,90.5,2595.85,30,90.94,334,7.2
A0006099,C006099,P123,PM008,20210622,90.45,5825.5,63,91.62,247,9.1
A0006100,C006100,P030,PM002,20220412,50.75,50.75,1,11.63,359,4.5
A0006101,C006101,P104,PM002,20231117,84.6,4449.75,53,22.44,289,7.5
A0006102,C006102,P303,PM008,20210425,89.65,1208.35,14,90.8,249,4.1
A0006103,C006103,P149,PM006,20230915,99.15,1956.4,21,93.48,236,8.2
A0006104,C006104,P011,PM004,20190922,19.95,310.6,17,1.95,293,6.6
A0006105,C006105,P011,PM004,20220211,20.5,290.55,16,0,212,7.9
A0006106,C006106,P249,PM002,20200226,62.1,2096.1,35,23.94,173,7.8
A0006107,C006107,P089,PM002,20231004,79.5,2665,32,91.19,304,8.3
A0006108,C006108,P011,PM006,20220203,19.55,543.8,28,0,236,10
A0006109,C006109,P011,PM004,20210112,20.35,20.35,1,2.87,253,8
A0006110,C006110,P197,PM002,20200609,51.7,3005.8,59,11.88,18,9.3
A0006111,C006111,P045,PM006,20230729,23.3,1623.15,72,5.44,239,8.4
A0006112,C006112,P258,PM004,20180619,65.4,2498.4,36,13.29,251,4
A0006113,C006113,P296,PM004,20191024,65.1,2586,40,21.93,196,8.6
A0006114,C006114,P078,PM002,20200630,81.2,3292.3,40,76.84,288,7.9
A0006115,C006115,P136,PM004,20231229,72.9,651.4,9,20.84,281,4.6
A0006116,C006116,P170,PM008,20190924,74.5,4674.55,63,17.19,331,6.9
A0006117,C006117,P035,PM002,20200315,80.5,232.35,3,84.61,197,6
A0006118,C006118,P121,PM004,20200708,60.3,2448.5,40,13.91,6,8.7
A0006119,C006119,P082,PM004,20221014,75,658.1,8,77.76,321,9.1
A0006120,C006120,P077,PM004,20201106,90.15,3128.8,34,88.43,272,8.4
A0006121,C006121,P004,PM004,20190120,40,223.45,5,11.43,2,4.7
A0006122,C006122,P021,PM008,20200611,99.45,919.4,9,100.19,367,5.5
A0006123,C006123,P251,PM008,20230627,69.05,653.95,9,16.91,97,8.8
A0006124,C006124,P228,PM006,20200302,59.7,1825.5,31,18.96,320,8.8
A0006125,C006125,P011,PM006,20180215,19.85,943.1,50,7.85,136,7.4
A0006126,C006126,P236,PM002,20200409,86.25,181.65,2,82.36,419,3
A0006127,C006127,P027,PM002,20200905,45.65,45.65,1,19.55,110,3.9
A0006128,C006128,P005,PM004,20230926,70.1,551.35,8,77.59,353,4.5
A0006129,C006129,P278,PM002,20190612,40.75,359.4,9,8.14,9,7.7
A0006130,C006130,P005,PM006,20231125,70.2,115.95,2,62.92,217,2.4
A0006131,C006131,P003,PM002,20190908,55.35,165.2,3,18.11,266,6.6
A0006132,C006132,P126,PM008,20200823,95.7,2338.35,25,92.96,306,7.7
A0006133,C006133,P027,PM002,20210302,46.3,46.3,1,23.23,168,7.9
A0006134,C006134,P032,PM004,20180720,81.3,3541.1,45,24.56,176,9
A0006135,C006135,P147,PM002,20210319,84.2,4146.05,51,80.19,308,1.8
A0006136,C006136,P011,PM008,20220422,20,1087.25,55,0,96,7.2
A0006137,C006137,P145,PM006,20190520,66.15,2522.4,38,25.29,197,7.8
A0006138,C006138,P027,PM004,20230430,45.85,81,2,10.9,523,4.1
A0006139,C006139,P011,PM002,20230205,19.6,717.3,38,0.42,162,7.7
A0006140,C006140,P030,PM002,20220312,49.8,1734.2,34,19.72,353,9.8
A0006141,C006141,P006,PM002,20190208,101.75,7069.3,70,99.33,197,9.3
A0006142,C006142,P157,PM004,20180824,55.15,742.9,13,16.32,295,9.3
A0006143,C006143,P073,PM002,20220608,75.25,3017.65,39,75.17,308,4.8
A0006144,C006144,P012,PM002,20190925,103.95,6423,61,107.37,351,6.4
A0006145,C006145,P006,PM006,20220419,100.15,1164.3,12,103.1,231,2.3
A0006146,C006146,P149,PM008,20180520,99.65,4220.35,41,98.55,428,6.2
A0006147,C006147,P073,PM002,20190811,73.7,1558.7,21,74.02,196,8.3
A0006148,C006148,P225,PM006,20230118,50.05,2743.45,55,13.16,11,7.8
A0006149,C006149,P250,PM006,20200824,60.25,4055.5,69,10.69,11,7.6
A0006150,C006150,P012,PM002,20190724,105.75,2710.25,26,107.04,149,4
A0006151,C006151,P293,PM008,20231213,87.3,6055.55,69,96.76,224,10
A0006152,C006152,P225,PM002,20230607,48.35,810.7,18,10.09,11,3.8
A0006153,C006153,P097,PM002,20231222,54.25,2538.2,47,12.41,211,9.1
A0006154,C006154,P088,PM006,20210603,85.3,6129.2,72,21.24,469,7.7
A0006155,C006155,P299,PM002,20230523,50,1750.85,33,18.62,3,8
A0006156,C006156,P068,PM004,20220422,24.4,36.55,2,9.56,19,5.8
A0006157,C006157,P022,PM008,20221010,90.95,6652.45,72,26.49,327,9.4
A0006158,C006158,P005,PM006,20181205,72.25,2575.45,37,67.66,248,7.7
A0006159,C006159,P193,PM008,20200418,96.1,6019.35,62,96.56,172,9
A0006160,C006160,P011,PM008,20180405,19.85,1379.6,71,0,180,8.7
A0006161,C006161,P144,PM006,20180715,55.3,1284.2,23,17.31,203,8
A0006162,C006162,P011,PM004,20180711,20.1,296.15,16,4.56,89,8.1
A0006163,C006163,P255,PM004,20190606,69.5,653.25,9,14.59,159,7
A0006164,C006164,P045,PM004,20200123,25.15,412.6,17,0,116,7.3
A0006165,C006165,P011,PM006,20220812,20.95,85.5,4,8.11,371,3.9
A0006166,C006166,P010,PM002,20200914,49.55,49.55,1,11.81,305,5.8
A0006167,C006167,P078,PM004,20220803,79.65,1928.7,24,85.33,320,7.9
A0006168,C006168,P005,PM002,20180113,71.25,71.25,1,70.48,302,6.2
A0006169,C006169,P014,PM006,20230717,113.8,7845.8,72,112.99,265,7.1
A0006170,C006170,P045,PM002,20231030,24.55,1750.7,72,2.44,381,4.4
A0006171,C006171,P011,PM008,20190108,19.7,216.2,11,0,195,7.1
A0006172,C006172,P011,PM004,20190129,20.25,178.5,9,0.86,259,4.5
A0006173,C006173,P030,PM008,20230329,50.15,115.1,2,13.14,317,4.4
A0006174,C006174,P006,PM008,20221022,100.5,6029,60,93.9,131,10
A0006175,C006175,P193,PM002,20230417,95.9,2745.2,29,97.59,528,5.2
A0006176,C006176,P136,PM006,20190222,74.45,3721.9,49,21.02,252,8.7
A0006177,C006177,P012,PM002,20201218,104.1,3121.1,30,103.31,262,6.2
A0006178,C006178,P011,PM008,20231216,19.05,990.45,53,0,363,7.9
A0006179,C006179,P045,PM004,20200327,25,1004.35,39,8.21,332,7.5
A0006180,C006180,P011,PM004,20200213,19.05,157.65,9,4.57,253,7
A0006181,C006181,P178,PM002,20221209,81.9,3219.75,39,86.72,261,7.2
A0006182,C006182,P005,PM002,20210825,69.7,572.85,8,68.17,114,5.7
A0006183,C006183,P156,PM002,20200126,90.15,4554.85,51,81.5,199,6.2
A0006184,C006184,P045,PM008,20210630,25.35,1847.55,71,10.02,296,9.2
A0006185,C006185,P045,PM004,20210427,24.65,1766.75,71,0,289,8.2
A0006186,C006186,P011,PM008,20221202,19.55,1462.05,70,0,359,8
A0006187,C006187,P068,PM002,20220106,25.25,25.25,1,9.66,9,4.4
A0006188,C006188,P141,PM006,20231218,60,2193.2,38,23.84,0,9.5
A0006189,C006189,P017,PM008,20230813,89.9,2433.5,28,89.78,345,7.9
A0006190,C006190,P011,PM006,20230613,19.4,641.15,32,6.59,379,8.2
A0006191,C006191,P030,PM004,20190709,49.8,2398.4,49,20.35,330,7.1
A0006192,C006192,P045,PM006,20220910,24.1,861.85,37,0,235,7.1
A0006193,C006193,P016,PM002,20220226,54.25,583,10,12.91,343,8.1
A0006194,C006194,P053,PM008,20180923,109.9,7332.4,67,114.69,558,10
A0006195,C006195,P242,PM008,20200711,35.5,249.55,7,0,10,9.5
A0006196,C006196,P133,PM008,20230903,87.55,4475.9,51,86.8,131,8.5
A0006197,C006197,P027,PM002,20190618,45.15,416.45,9,6.39,197,4.9
A0006198,C006198,P133,PM004,20230224,88.4,788.6,9,86.02,306,9.7
A0006199,C006199,P050,PM004,20230813,50.8,202.3,4,13.75,105,8.6
A0006200,C006200,P177,PM002,20220821,99,6994.6,71,97.21,265,5.5
A0006201,C006201,P090,PM006,20200529,84.4,4116.15,50,81.64,284,3.6
A0006202,C006202,P025,PM002,20230814,96.55,2263.45,24,91.06,388,8.2
A0006203,C006203,P058,PM006,20200318,59.75,1374.35,22,29.38,367,5.8
A0006204,C006204,P053,PM002,20180820,111.5,4915.15,44,120.84,327,7.1
A0006205,C006205,P045,PM006,20200120,24.25,838.5,33,0,55,7.1
A0006206,C006206,P073,PM002,20180313,75.1,75.1,1,83.01,332,4.4
A0006207,C006207,P270,PM008,20231106,70.15,3715.65,54,19.05,313,4.4
A0006208,C006208,P021,PM002,20190612,101.75,4273.45,42,102.4,273,4.2
A0006209,C006209,P027,PM002,20200604,45.8,45.8,1,13.42,94,5.4
A0006210,C006210,P011,PM004,20230806,20.5,20.5,1,0,180,7.7
A0006211,C006211,P194,PM002,20211229,70.4,2044.75,30,26.04,144,7.6
A0006212,C006212,P096,PM004,20231214,30.55,30.55,1,9.79,0,6.4
A0006213,C006213,P108,PM002,20190717,84.9,1398.25,16,23.09,249,8.9
A0006214,C006214,P011,PM004,20230620,20.1,20.1,1,0,178,3.3
A0006215,C006215,P275,PM004,20220718,40.65,328.95,9,7.73,31,3.2
A0006216,C006216,P006,PM002,20220413,101,4680.05,46,92.79,234,5
A0006217,C006217,P005,PM002,20230612,69.1,69.1,1,69.16,366,3.6
A0006218,C006218,P157,PM006,20181211,54.5,3778.2,71,10.37,108,7.1
A0006219,C006219,P073,PM008,20231229,75.35,3161.4,43,74.02,202,8.2
A0006220,C006220,P260,PM006,20201026,44.45,2188.45,50,20.19,10,7.6
A0006221,C006221,P073,PM004,20220731,75,999.45,13,81,168,7.4
A0006222,C006222,P149,PM006,20220414,100,1888.65,19,99.84,212,4.6
A0006223,C006223,P006,PM006,20220829,98.05,3990.6,41,97.61,230,8.5
A0006224,C006224,P005,PM002,20200308,71.15,71.15,1,80.55,228,2.3
A0006225,C006225,P207,PM008,20210124,54.15,1240.25,24,18.85,24,3.8
A0006226,C006226,P313,PM006,20230328,63.9,2635,40,17.53,284,6.6
A0006227,C006227,P235,PM006,20200113,69.15,235,3,13.61,293,6.8
A0006228,C006228,P252,PM006,20180227,64.65,2347.85,37,21.36,298,8.6
A0006229,C006229,P051,PM008,20200624,108.75,7156.2,67,112.9,305,6.2
A0006230,C006230,P021,PM002,20210422,98.85,3089.6,32,95.69,242,8.4
A0006231,C006231,P050,PM002,20200222,49.15,270.8,6,16.2,221,4.5
A0006232,C006232,P221,PM002,20180407,89.6,2901.8,32,87.78,265,7.5
A0006233,C006233,P147,PM002,20190810,83.25,4949.1,59,82.33,354,9.1
A0006234,C006234,P086,PM006,20210116,70.25,2198.9,30,8.64,351,10
A0006235,C006235,P011,PM002,20201222,19.4,374.5,20,0,228,4.6
A0006236,C006236,P045,PM002,20190625,24.5,761.95,27,5.09,319,8.7
A0006237,C006237,P063,PM002,20200326,79.15,1520.9,20,75.99,232,5.2
A0006238,C006238,P011,PM004,20200705,20.1,190.25,9,0.46,253,9
A0006239,C006239,P318,PM008,20180326,73,5163,68,18.12,207,6.6
A0006240,C006240,P162,PM008,20210920,61.4,4059.85,69,20.22,233,7.4
A0006241,C006241,P154,PM004,20230219,84.3,2281.6,26,83.22,370,8.1
A0006242,C006242,P011,PM006,20220819,19.9,1356.7,69,0,258,9.4
A0006243,C006243,P011,PM004,20230116,20.4,231.45,11,6.87,262,6.8
A0006244,C006244,P161,PM004,20210417,50.75,50.75,1,19.87,119,5.5
A0006245,C006245,P011,PM004,20210624,20.45,242.4,10,0,222,7.1
A0006246,C006246,P240,PM006,20200930,75.75,4264.25,55,25.21,228,9
A0006247,C006247,P309,PM002,20191105,65.4,2774.55,44,22.31,175,6
A0006248,C006248,P089,PM002,20220826,80.4,3605.2,46,83.61,251,3.1
A0006249,C006249,P131,PM006,20191231,59.75,4069.9,69,9.45,211,8.6
A0006250,C006250,P089,PM002,20181113,78.5,874.2,11,83.53,257,7.8
A0006251,C006251,P021,PM002,20180317,102,1145.35,11,99.15,260,5.5
A0006252,C006252,P150,PM006,20200831,48.95,1323.7,29,12.9,163,6.6
A0006253,C006253,P043,PM002,20180723,99.65,5497.05,57,112.84,214,7.4
A0006254,C006254,P011,PM008,20221025,18.25,534.7,28,1.69,256,9.4
A0006255,C006255,P002,PM008,20180712,54.55,2455.05,42,14.43,356,6.2
A0006256,C006256,P011,PM004,20220102,20.65,38.7,2,0,273,5.8
A0006257,C006257,P223,PM006,20180917,40.65,947.4,23,19.14,4,7
A0006258,C006258,P011,PM004,20190308,20.45,357,18,0,285,8.7
A0006259,C006259,P045,PM006,20191127,24.8,1476.25,62,0,403,7.6
A0006260,C006260,P005,PM004,20180717,70.8,70.8,1,69.14,332,2.8
A0006261,C006261,P107,PM008,20200909,89.05,1448.6,16,96.13,299,4.1
A0006262,C006262,P042,PM002,20180208,96.6,291.9,3,100.47,315,5.3
A0006263,C006263,P022,PM006,20231028,88.8,5903.15,67,25.85,379,7.8
A0006264,C006264,P011,PM008,20191230,20.05,1201.65,62,1.74,346,9.4
A0006265,C006265,P012,PM008,20191115,104.5,5921.35,57,101.5,301,6.5
A0006266,C006266,P005,PM002,20230922,69.8,146.65,2,70.5,346,6.5
A0006267,C006267,P243,PM006,20180512,77.15,1759.4,23,23.51,152,6.1
A0006268,C006268,P152,PM006,20231026,35.05,844.45,25,15.36,0,6.8
A0006269,C006269,P044,PM006,20230524,108.1,7774.05,72,112.94,264,6.6
A0006270,C006270,P090,PM002,20180208,84.05,134.05,2,86.52,256,9
A0006271,C006271,P011,PM006,20211213,20.2,140.95,8,0,201,8.8
A0006272,C006272,P161,PM004,20220127,50.6,249.95,5,18.89,324,3.5
A0006273,C006273,P225,PM002,20211226,49.2,1701.65,35,14.3,0,7.6
A0006274,C006274,P045,PM002,20220307,24.6,592.65,24,0,201,9.4
A0006275,C006275,P005,PM002,20210716,71.65,135.75,2,69.63,206,10
A0006276,C006276,P202,PM008,20181206,104.9,7732.65,72,105.32,102,8.2
A0006277,C006277,P248,PM002,20210529,106.5,4282.4,41,111.05,384,4.8
A0006278,C006278,P010,PM002,20191020,49.35,219.65,4,13.89,127,4.9
A0006279,C006279,P117,PM006,20220827,75.5,2018.1,26,69.45,197,8.8
A0006280,C006280,P112,PM002,20181227,94.25,669,7,94.53,331,4.8
A0006281,C006281,P005,PM002,20230527,68.95,68.95,1,69.52,308,5.4
A0006282,C006282,P019,PM004,20181125,58.5,224.85,4,18.48,150,8.3
A0006283,C006283,P048,PM008,20221205,78.9,3771.5,48,28.27,311,6.6
A0006284,C006284,P042,PM002,20210530,93.85,196.75,2,98.94,276,3.6
A0006285,C006285,P105,PM002,20230211,79.2,943.85,12,20.79,459,7.6
A0006286,C006286,P051,PM006,20220906,109.45,6572.85,60,106.37,286,9.2
A0006287,C006287,P071,PM002,20231110,59.2,3175.85,55,12.56,237,7.1
A0006288,C006288,P096,PM004,20190316,29.15,29.15,1,12.24,3,8.5
A0006289,C006289,P011,PM004,20230531,20.05,20.05,1,7.44,183,8.2
A0006290,C006290,P073,PM002,20200412,76.05,318.9,4,74.47,175,6.6
A0006291,C006291,P068,PM004,20180407,24.45,24.45,1,6.13,20,4.1
A0006292,C006292,P204,PM008,20230623,66.5,2762.75,42,27.28,251,5.9
A0006293,C006293,P010,PM006,20200726,49.55,49.55,1,17.39,300,9
A0006294,C006294,P183,PM008,20220209,89.35,631.85,7,91.53,386,7.4
A0006295,C006295,P029,PM008,20210713,73.6,232.5,3,67.65,37,8.9
A0006296,C006296,P261,PM008,20190729,82.65,5919.35,72,28.19,365,7.2
A0006297,C006297,P161,PM002,20231121,49,749.25,15,10.05,254,6.6
A0006298,C006298,P035,PM002,20200408,80.35,307.4,4,74.68,289,3.8
A0006299,C006299,P045,PM002,20190528,25.2,245.15,11,0,175,10
A0006300,C006300,P045,PM004,20191028,25.45,134.75,5,0,182,7.4
A0006301,C006301,P002,PM002,20220225,55.8,55.8,1,15.63,293,3.9
A0006302,C006302,P051,PM008,20210708,110.9,8240.85,72,103.7,464,7.7
A0006303,C006303,P040,PM008,20230914,77.75,4266.4,55,82.54,340,7.7
A0006304,C006304,P045,PM002,20211105,26.2,1077.5,40,5.9,363,10
A0006305,C006305,P011,PM006,20190201,19.9,1115.6,57,0,232,7.4
A0006306,C006306,P035,PM002,20230906,79.05,79.05,1,83.94,195,5.9
A0006307,C006307,P220,PM002,20230416,95,95,1,90.95,179,4.9
A0006308,C006308,P068,PM004,20230301,25.2,25.2,1,11.84,6,5.8
A0006309,C006309,P206,PM002,20220822,80.85,4079.55,52,23.91,65,9.9
A0006310,C006310,P006,PM002,20190804,98.4,4187.75,41,98.54,184,4.8
A0006311,C006311,P106,PM004,20180412,56.35,2391.15,43,15.98,199,7.6
A0006312,C006312,P011,PM006,20190331,19.3,890.5,47,6.25,234,7.8
A0006313,C006313,P161,PM006,20180712,50.4,137.25,3,8.92,261,7.8
A0006314,C006314,P032,PM008,20200616,79.4,5154.6,66,26.86,282,2.8
A0006315,C006315,P016,PM008,20200320,55.25,3119.9,55,22.08,248,9.8
A0006316,C006316,P011,PM004,20181026,19.1,529.5,29,3.77,197,8.3
A0006317,C006317,P090,PM002,20180121,84.05,966.55,12,95.67,73,6.3
A0006318,C006318,P012,PM002,20180214,105.2,6936.85,66,102.56,198,5.6
A0006319,C006319,P006,PM002,20191114,101.4,3496.3,35,106.19,162,1.9
A0006320,C006320,P156,PM002,20220910,89.8,914.3,10,89.27,291,5.5
A0006321,C006321,P073,PM006,20181026,75.75,1929,27,81.92,331,7.2
A0006322,C006322,P126,PM002,20210923,95.3,5817.7,58,95.26,334,7.3
A0006323,C006323,P182,PM006,20181015,109.75,6110.2,54,107.81,318,5.3
A0006324,C006324,P011,PM004,20190601,19.85,178.8,9,6.73,237,7.5
A0006325,C006325,P011,PM008,20181208,19.3,28.3,2,0,203,5.3
A0006326,C006326,P005,PM002,20180327,69.1,435,6,62.04,182,8.1
A0006327,C006327,P133,PM002,20180710,91.25,2351.8,26,88.67,114,4.9
A0006328,C006328,P011,PM004,20201227,20.25,186.15,9,3.3,339,6
A0006329,C006329,P115,PM004,20210315,54.75,445.85,8,23.39,234,6.7
A0006330,C006330,P035,PM002,20200917,81.45,912,12,82.01,137,9
A0006331,C006331,P161,PM002,20200525,49.1,679.55,15,21.32,175,4.2
A0006332,C006332,P137,PM002,20230502,80.2,3581.6,43,17.27,171,9.3
A0006333,C006333,P200,PM002,20230126,100.3,4222.95,42,98.08,253,10
A0006334,C006334,P037,PM008,20210702,65.25,1994.3,31,18.13,346,5.6
A0006335,C006335,P285,PM008,20231219,90.95,5930.05,66,90.38,218,9.8
A0006336,C006336,P076,PM002,20200418,85.45,1505.85,18,85.87,47,5.8
A0006337,C006337,P011,PM004,20200816,20,20,1,3.65,232,7.4
A0006338,C006338,P181,PM002,20211101,94.1,5638.3,61,91.88,235,5.2
A0006339,C006339,P040,PM002,20220405,79.85,797.25,10,80.55,229,10
A0006340,C006340,P005,PM002,20210507,71.65,71.65,1,71.42,193,4.2
A0006341,C006341,P117,PM002,20200418,73.55,1359.45,18,68.92,269,6.7
A0006342,C006342,P012,PM002,20230806,104.65,2542.45,24,104.08,255,3.4
A0006343,C006343,P011,PM004,20211204,19.3,54.7,3,0,247,7.4
A0006344,C006344,P011,PM008,20210314,20.15,989.05,50,0,287,6.5
A0006345,C006345,P027,PM002,20200805,44.55,44.55,1,13.52,211,10
A0006346,C006346,P157,PM004,20180610,54.45,87.3,2,16.71,206,8.4
A0006347,C006347,P011,PM006,20190409,19.65,351.55,17,0,374,9
A0006348,C006348,P012,PM002,20230530,105,7297.75,69,111.36,300,7.6
A0006349,C006349,P022,PM008,20210430,88.7,6301.7,72,20.76,324,6.7
A0006350,C006350,P073,PM002,20191210,74.25,210.3,3,70.65,360,2.9
A0006351,C006351,P262,PM006,20180610,75.15,3822.45,50,36.44,297,6.9
A0006352,C006352,P011,PM004,20221120,20.25,1048.45,53,0,333,8.4
A0006353,C006353,P109,PM008,20230429,109.1,6393.65,58,102.33,107,8.6
A0006354,C006354,P008,PM006,20230908,30.75,1489.3,46,12.9,11,8.7
A0006355,C006355,P014,PM008,20200206,112.9,8061.5,72,102.51,233,6.3
A0006356,C006356,P073,PM002,20230721,74.2,74.2,1,73.02,400,4.6
A0006357,C006357,P143,PM004,20180704,94.05,518.75,6,104.78,333,6.5
A0006358,C006358,P212,PM006,20230312,78.85,5763.15,72,15.93,193,8.1
A0006359,C006359,P054,PM004,20200103,55.3,238.5,4,6.68,283,8.5
A0006360,C006360,P011,PM004,20230130,19.35,1031.7,52,0,265,6.4
A0006361,C006361,P011,PM004,20220610,20.45,34.8,2,4.7,290,9.3
A0006362,C006362,P011,PM006,20190801,19.35,1319.95,65,5.82,158,10
A0006363,C006363,P021,PM002,20231202,101,4388.4,43,98.44,282,5.8
A0006364,C006364,P021,PM002,20190113,100.2,420.2,4,103.62,229,4.6
A0006365,C006365,P203,PM002,20210801,89.05,2177.45,25,96,275,4.3
A0006366,C006366,P295,PM008,20180407,78.65,3950.85,51,32.53,184,7.6
A0006367,C006367,P134,PM006,20200421,74.75,827.05,12,21.19,197,6.7
A0006368,C006368,P307,PM006,20231212,70.1,3913.3,57,9.52,355,4.3
A0006369,C006369,P011,PM004,20180605,19.9,533.5,24,0,155,6.1
A0006370,C006370,P213,PM006,20231128,58.35,3756.45,64,15.37,162,5.5
A0006371,C006371,P057,PM002,20180222,105.65,443.9,4,104.36,245,4.9
A0006372,C006372,P006,PM006,20220830,100.5,2599.95,26,99.56,180,8
A0006373,C006373,P011,PM004,20191227,20.05,284.3,15,5.79,170,7.2
A0006374,C006374,P045,PM008,20220914,25.65,1740.8,64,6.63,259,6.8
A0006375,C006375,P021,PM002,20211114,96.5,3436.1,36,95.64,114,4.7
A0006376,C006376,P042,PM008,20180214,95,2462.55,27,100.49,159,6.6
A0006377,C006377,P005,PM004,20200724,70.85,70.85,1,72.64,434,4.5
A0006378,C006378,P062,PM008,20220814,85.95,3110.1,35,26.11,291,6.6
A0006379,C006379,P029,PM002,20210214,73.9,280.85,4,78.43,182,5.4
A0006380,C006380,P027,PM002,20231210,45.45,411.75,8,14,287,6.3
A0006381,C006381,P011,PM008,20211124,20,198.6,10,10.49,301,6.4
A0006382,C006382,P030,PM004,20220812,49.2,103.7,2,7.57,339,8
A0006383,C006383,P053,PM006,20190515,109.45,6144.55,58,106.87,238,3.4
A0006384,C006384,P088,PM008,20180315,83.25,4089.45,51,24.34,337,5.7
A0006385,C006385,P011,PM004,20220410,19.25,864.2,46,2.39,66,8.4
A0006386,C006386,P011,PM006,20200610,19.65,19.65,1,6.54,154,8.3
A0006387,C006387,P073,PM006,20230305,72.8,3249.4,46,72.68,264,8.3
A0006388,C006388,P109,PM006,20201213,109.65,5405.8,50,102.54,279,8.1
A0006389,C006389,P222,PM008,20210531,65,3363.8,53,23.71,167,8.2
A0006390,C006390,P044,PM002,20190418,114.1,7132.15,61,117.87,273,7.1
A0006391,C006391,P011,PM006,20210901,20.65,93.55,5,0,193,8.5
A0006392,C006392,P088,PM006,20191202,86.95,4138.9,47,26.07,225,9.5
A0006393,C006393,P143,PM006,20230911,94.75,5121.75,54,86.8,342,7.3
A0006394,C006394,P068,PM008,20180222,25.35,566.1,19,4.28,17,6.8
A0006395,C006395,P057,PM002,20180519,105.45,2715.3,26,100.94,160,6.5
A0006396,C006396,P045,PM004,20211029,25.4,1782.05,70,4.3,154,6.9
A0006397,C006397,P012,PM002,20231108,102.55,1742.5,17,103.13,212,8.3
A0006398,C006398,P021,PM002,20200407,100.2,2983.8,30,93.77,247,2.2
A0006399,C006399,P045,PM004,20230915,24,24,1,4.64,190,8.7
A0006400,C006400,P045,PM004,20210602,25.6,485.9,19,0,343,8.7
A0006401,C006401,P238,PM008,20190708,73.5,1905.7,26,23.7,281,6.2
A0006402,C006402,P117,PM006,20200110,74.05,1565.7,21,69.98,286,3.7
A0006403,C006403,P021,PM002,20180926,98.25,4858.7,50,96.42,136,8
A0006404,C006404,P244,PM002,20200628,54.4,3723.65,68,18.84,19,7.8
A0006405,C006405,P006,PM006,20180705,101.55,298.35,3,104.16,0,5.2
A0006406,C006406,P188,PM002,20200518,103.1,970.45,9,109.78,325,7.9
A0006407,C006407,P152,PM006,20200412,34.2,1782,51,9.85,17,9.3
A0006408,C006408,P027,PM002,20211113,43.75,405.7,9,14.66,211,7.6
A0006409,C006409,P044,PM002,20220129,111.95,4534.9,41,109.76,364,3.5
A0006410,C006410,P021,PM002,20201012,100.65,2415.95,22,101.56,244,6.4
A0006411,C006411,P244,PM002,20190318,55.95,1157.05,21,18.98,10,5.7
A0006412,C006412,P014,PM006,20180208,116.05,8297.5,71,115.56,280,8
A0006413,C006413,P027,PM002,20220703,45.75,45.75,1,4.71,536,4.9
A0006414,C006414,P259,PM008,20220330,82,2083.1,26,26.26,370,8.6
A0006415,C006415,P064,PM006,20180615,65.15,4681.75,71,21.37,313,5.6
A0006416,C006416,P027,PM008,20230420,44.8,176.2,4,10.04,167,6.3
A0006417,C006417,P063,PM002,20220108,79.8,1001.2,12,73.38,262,6.5
A0006418,C006418,P140,PM002,20190319,88.85,1594.75,18,96.23,176,7.1
A0006419,C006419,P073,PM002,20181127,74.95,212.4,3,77.41,323,7.6
A0006420,C006420,P069,PM006,20200919,106.85,7677.4,72,105.7,262,9.2
A0006421,C006421,P117,PM002,20210920,74.95,815.5,11,69.26,148,5.8
A0006422,C006422,P089,PM008,20210209,80.15,80.15,1,76.04,257,4.3
A0006423,C006423,P011,PM008,20221105,19.3,259.65,13,6.71,173,7.5
A0006424,C006424,P044,PM002,20231227,109.25,8109.8,72,109.94,263,3.9
A0006425,C006425,P130,PM008,20221208,56.1,2386.85,42,14.08,172,8.1
A0006426,C006426,P011,PM008,20221213,19.7,340.35,17,2.75,252,8.2
A0006427,C006427,P030,PM004,20210404,51.3,419.35,7,11.32,317,8.8
